timestamp,cpu_usage_percent,gpu_usage_percent,memory_percent,disk_read,disk_write,past_cpu,past_gpu,past_memory,future_cpu,future_gpu,future_memory
1763425907.7006254,7.0,4,80.7,13678847,1694738,6.8,0.0,80.7,5.4,1,80.8
1763425912.7532194,5.4,1,80.8,13678861,1694840,7.0,4.0,80.7,4.6,1,80.8
1763425917.800313,4.6,1,80.8,13678869,1694880,5.4,1.0,80.8,5.8,2,80.8
1763425922.8539078,5.8,2,80.8,13678877,1694994,4.6,1.0,80.8,7.7,0,80.7
1763425927.9210196,7.7,0,80.7,13678877,1695086,5.8,2.0,80.8,6.3,1,80.5
1763425932.9716122,6.3,1,80.5,13678886,1695149,7.7,0.0,80.7,6.0,2,80.4
1763425938.027713,6.0,2,80.4,13678894,1695186,6.3,1.0,80.5,3.9,0,80.3
1763425943.0763042,3.9,0,80.3,13678903,1695232,6.0,2.0,80.4,3.8,0,80.6
1763425948.128402,3.8,0,80.6,13678911,1695276,3.9,0.0,80.3,2.1,1,80.5
1763425953.173989,2.1,1,80.5,13678919,1695355,3.8,0.0,80.6,1.5,0,80.6
1763425958.2180803,1.5,0,80.6,13678927,1695396,2.1,1.0,80.5,2.4,0,80.5
1763425963.270674,2.4,0,80.5,13678927,1695427,1.5,0.0,80.6,1.9,0,80.5
1763425968.323773,1.9,0,80.5,13678935,1695455,2.4,0.0,80.5,3.5,0,80.5
1763425973.3743649,3.5,0,80.5,13678943,1695496,1.9,0.0,80.5,12.1,2,80.5
1763425978.4444792,12.1,2,80.5,13678944,1695550,3.5,0.0,80.5,10.7,6,80.5
1763425983.4950714,10.7,6,80.5,13678952,1695586,12.1,2.0,80.5,11.7,6,80.6
1763425988.550173,11.7,6,80.6,13678960,1695647,10.7,6.0,80.5,8.8,0,81.6
1763425993.6137772,8.8,0,81.6,13681106,1696124,11.7,6.0,80.6,4.2,2,81.7
1763425998.6583645,4.2,2,81.7,13681418,1696228,8.8,0.0,81.6,14.4,39,82.7
1763426003.7174685,14.4,39,82.7,13683883,1696375,4.2,2.0,81.7,14.4,0,83.4
1763426008.804103,14.4,0,83.4,13696533,1696576,14.4,39.0,82.7,14.0,2,84.3
1763426013.8628693,14.0,2,84.3,13704289,1697612,14.4,0.0,83.4,8.1,1,86.0
1763426018.9146135,8.1,1,86.0,13706983,1697982,14.0,2.0,84.3,10.0,2,87.4
1763426023.9692934,10.0,2,87.4,13710790,1700337,8.1,1.0,86.0,14.5,5,87.6
1763426029.0372615,14.5,5,87.6,13711218,1700616,10.0,2.0,87.4,14.5,4,87.8
1763426034.1090755,14.5,4,87.8,13711771,1701618,14.5,5.0,87.6,14.0,7,88.0
1763426039.1779933,14.0,7,88.0,13712482,1702584,14.5,4.0,87.8,10.0,4,88.4
1763426044.240016,10.0,4,88.4,13713026,1703301,14.0,7.0,88.0,10.6,4,88.5
1763426049.3105981,10.6,4,88.5,13713382,1703522,10.0,4.0,88.4,14.2,5,88.4
1763426054.3824992,14.2,5,88.4,13713792,1703666,10.6,4.0,88.5,12.4,5,88.5
1763426059.4495685,12.4,5,88.5,13713895,1703850,14.2,5.0,88.4,15.5,6,88.9
1763426064.5198908,15.5,6,88.9,13715890,1703988,12.4,5.0,88.5,12.4,4,89.0
1763426069.5847805,12.4,4,89.0,13716774,1704094,15.5,6.0,88.9,12.5,4,89.0
1763426074.6355672,12.5,4,89.0,13718172,1704198,12.4,4.0,89.0,12.0,4,88.1
1763426079.7048438,12.0,4,88.1,13718381,1704288,12.5,4.0,89.0,14.2,5,88.2
